time, Quad.IMU.AX
1.405010,1.172405
1.410010,-0.149297
1.415010,-0.367055
1.420010,0.454392
1.425011,-0.372224
1.430011,0.889815
1.435011,-0.059866
1.440011,-0.147045
1.445011,0.487063
1.450012,-0.007665
1.455012,-0.658964
1.460012,-0.218040
1.465012,0.216983
1.470013,0.205681
1.475013,0.680837
1.480013,-0.854700
1.485013,-0.452457
1.490014,0.435100
1.495014,0.567776
1.500014,0.149142
1.505014,0.064627
1.510015,0.462639
1.515015,-0.051077
1.520015,0.177968
1.525015,0.516074
1.530015,0.203362
1.535016,-0.851638
1.540016,0.007741
1.545016,-0.192990
1.550016,0.361298
1.555017,0.188874
1.560017,0.526019
1.565017,0.647567
1.570017,0.380888
1.575018,-0.903236
1.580018,-0.197643
1.585018,-0.647991
1.590018,-0.052579
1.595019,-0.162094
1.600019,-0.770096
1.605019,0.017017
1.610019,0.018684
1.615019,0.114973
1.620020,-1.081792
1.625020,-0.132907
1.630020,-0.444646
1.635020,0.642816
1.640021,0.456695
1.645021,-0.234693
1.650021,-0.551275
1.655021,-0.188380
1.660022,0.210609
1.665022,0.451861
1.670022,0.734377
1.675022,0.670277
1.680022,0.719777
1.685023,0.500047
1.690023,0.658063
1.695023,-0.000930
1.700023,0.059663
1.705024,-0.667424
1.710024,0.218334
1.715024,-0.104487
1.720024,-0.822742
1.725025,-0.121364
1.730025,-0.721550
1.735025,0.077808
1.740025,-0.015214
1.745026,0.361419
1.750026,0.127248
1.755026,-0.353910
1.760026,0.201629
1.765026,-0.037712
1.770027,0.260244
1.775027,-0.678945
1.780027,0.027551
1.785027,0.177692
1.790028,0.272361
1.795028,-0.205843
1.800028,0.459950
1.805028,-0.556979
1.810029,0.039075
1.815029,0.342078
1.820029,0.542327
1.825029,-0.376237
1.830029,0.099661
1.835030,-0.373731
1.840030,-0.552464
1.845030,0.495687
1.850030,0.303801
1.855031,-0.189178
1.860031,-0.772032
1.865031,-0.271737
1.870031,0.541725
1.875032,0.366067
1.880032,0.080002
